alias_key,alias_display,code,iso_a3,basis,source,confidence,override
evenkia,Evenkia,RUS018,RUS,Shortened English reference name for the Evenkiyskiy Okrug region.,pretraining,medium,False
ingushetia,Ingushetia,RUS019,RUS,"Standard English exonym for Ingushetiya Rep., using the Anglicized form Ingushetia.",pretraining,high,False
republic of ingushetia,Republic of Ingushetia,RUS019,RUS,Full English administrative name for this republic.,pretraining,high,False
irkutsk oblast,Irkutsk Oblast,RUS020,RUS,Shortened English form of Irkutskaya Oblast using the root city name Irkutsk.,pretraining,high,False
kabardino-balkaria,Kabardino-Balkaria,RUS022,RUS,"The standard English exonym for Kabardino-Balkariya Republic, widely used in English-language sources.",pretraining,high,False
kalmykia,Kalmykia,RUS024,RUS,"The standard English exonym for Kalmykiya Republic, used in English-language encyclopedias and news sources.",pretraining,high,False
kamchatka,Kamchatka,RUS026,RUS,"The widely used short English name for the Kamchatka peninsula region, commonly used without the Oblast suffix.",pretraining,high,False
kamchatka oblast,Kamchatka Oblast,RUS026,RUS,"The common English spelling of Kamchatskaya Oblast, dropping the Russian adjectival suffix.",pretraining,high,False
karachay-cherkessia,Karachay-Cherkessia,RUS027,RUS,"Standard English exonym for Karatchayevo-Cherkesiya Republic, used in English-language sources.",pretraining,high,False
karachay-cherkessia republic,Karachay-Cherkessia Republic,RUS027,RUS,Full standard English exonym for Karatchayevo-Cherkesiya Republic.,pretraining,high,False
karelia,Karelia,RUS028,RUS,"Standard English exonym for the Republic of Karelya, widely used in English-language sources.",pretraining,high,False
republic of karelia,Republic of Karelia,RUS028,RUS,"Full standard English name for Karelya Rep., used in international English-language sources.",pretraining,high,False
khabarovsk krai,Khabarovsk Krai,RUS030,RUS,"Standard English transliteration of Khabarovskiy Kray, using the English spelling 'Krai' instead of 'Kray'.",pretraining,high,False
khakassia,Khakassia,RUS031,RUS,"Standard English exonym for Khakasiya Republic, used in English-language sources.",pretraining,high,False
republic of khakassia,Republic of Khakassia,RUS031,RUS,Full standard English name for Khakasiya Rep.,pretraining,high,False
khanty-mansiysk autonomous okrug,Khanty-Mansiysk Autonomous Okrug,RUS032,RUS,"Standard English name for Khanty-Mansyiskiy Okrug, using the English form Khanty-Mansiysk.",pretraining,high,False
yugra,Yugra,RUS032,RUS,"The official alternative name for the Khanty-Mansiysk Autonomous Okrug, widely used in English sources as Khanty-Mansiysk-Yugra.",pretraining,medium,False
komi republic,Komi Republic,RUS034,RUS,"Standard English name for Komi Rep., reversing the Russian word order to English convention.",pretraining,high,False
komi-permyak okrug,Komi-Permyak Okrug,RUS035,RUS,"Standard English transliteration of Komi-Permyatskiy Okrug, dropping the Russian adjectival suffix.",pretraining,medium,False
koryak autonomous okrug,Koryak Autonomous Okrug,RUS036,RUS,"Full English name for the former Koryakskiy Okrug, used in English-language sources.",pretraining,high,False
koryak okrug,Koryak Okrug,RUS036,RUS,"Standard English transliteration of Koryakskiy Okrug, dropping the Russian adjectival suffix.",pretraining,high,False
krasnodar krai,Krasnodar Krai,RUS038,RUS,"Standard English transliteration of Krasnodarskiy Kray, using the English form 'Krai' instead of 'Kray'.",pretraining,high,False
krasnoyarsk krai,Krasnoyarsk Krai,RUS039,RUS,"Standard English transliteration of Krasnoyarskiy Kray, using the English form 'Krai' instead of 'Kray'.",pretraining,high,False
kursk,Kursk,RUS041,RUS,"The region is commonly referred to simply as 'Kursk' in English, after its administrative center.",pretraining,medium,False
kursk oblast,Kursk Oblast,RUS041,RUS,"Standard English form drops the adjectival suffix '-skaya' and uses 'Oblast' directly, as used in English-language sources.",pretraining,high,False
leningrad oblast,Leningrad Oblast,RUS042,RUS,"Standard English exonym for the region surrounding Saint Petersburg, widely used in English-language sources.",pretraining,high,False
lipetsk oblast,Lipetsk Oblast,RUS043,RUS,"Standard English form dropping the adjectival suffix '-skaya', as used in English-language sources.",pretraining,high,False
magadan oblast,Magadan Oblast,RUS044,RUS,"Standard English form dropping the adjectival suffix '-skaya', as used in English-language sources.",pretraining,high,False
mari el republic,Mari El Republic,RUS045,RUS,"Standard English name for this republic of the Russian Federation, commonly written without the hyphen.",pretraining,high,False
republic of mari el,Republic of Mari El,RUS045,RUS,Official English-language form of the name of this federal subject of Russia.,pretraining,high,False
mordovia,Mordovia,RUS046,RUS,Common English shorthand for the Republic of Mordoviya.,pretraining,high,False
republic of mordovia,Republic of Mordovia,RUS046,RUS,"Standard English exonym for Mordoviya, used in English-language sources and official translations.",pretraining,high,False
moscow oblast,Moscow Oblast,RUS047,RUS,"Standard English name for Moskovskaya Oblast, replacing the adjectival Russian form with the city name.",pretraining,high,False
moscow region,Moscow Region,RUS047,RUS,Alternative English designation for Moskovskaya Oblast used in English-language sources.,pretraining,high,False
moscow,Moscow,RUS048,RUS,"Standard English exonym for Moskva, the federal city and capital of Russia.",pretraining,high,False
murmansk oblast,Murmansk Oblast,RUS049,RUS,"Standard English form dropping the adjectival suffix '-skaya', as used in English-language sources.",pretraining,high,False
nenets,Nenets,RUS051,RUS,Common English shorthand referring to the Nenets Autonomous Okrug.,pretraining,medium,False
nenets autonomous okrug,Nenets Autonomous Okrug,RUS051,RUS,"Standard English name for the Nenetskiy Okrug federal subject, using the English adjectival form of the ethnonym.",pretraining,high,False
nizhni novgorod oblast,Nizhni Novgorod Oblast,RUS052,RUS,"Alternative English romanization of the oblast name, variant spelling of Nizhny.",pretraining,medium,False
nizhny novgorod oblast,Nizhny Novgorod Oblast,RUS052,RUS,"Standard English name for Nizhegorodskaya Oblast, using the name of the regional capital city.",pretraining,high,False
novgorod oblast,Novgorod Oblast,RUS053,RUS,"Standard English form dropping the adjectival suffix '-skaya', as used in English-language sources.",pretraining,high,False
novosibirsk oblast,Novosibirsk Oblast,RUS054,RUS,"Standard English form dropping the adjectival suffix '-skaya', as used in English-language sources.",pretraining,high,False
omsk oblast,Omsk Oblast,RUS055,RUS,"Standard English form dropping the adjectival suffix '-skaya', as used in English-language sources.",pretraining,high,False
orenburg oblast,Orenburg Oblast,RUS056,RUS,"Standard English form dropping the adjectival suffix '-skaya', as used in English-language sources.",pretraining,high,False
orel oblast,Orel Oblast,RUS057,RUS,"Alternative English romanization of Oryol Oblast, with older spelling of the city name.",pretraining,medium,False
oryol oblast,Oryol Oblast,RUS057,RUS,"Standard English exonym for Orlovskaya Oblast, using the city name Oryol (also spelled Orel).",pretraining,high,False
penza oblast,Penza Oblast,RUS058,RUS,"Standard English form dropping the adjectival suffix '-skaya', as used in English-language sources.",pretraining,high,False
perm krai,Perm Krai,RUS059,RUS,"After the 2005 merger with Komi-Permyak Okrug, the region was redesignated as Perm Krai, which is the current official English-language name.",pretraining,high,False
perm oblast,Perm Oblast,RUS059,RUS,"Standard English form dropping the adjectival suffix '-skaya', as used in English-language sources.",pretraining,high,False
maritime territory,Maritime Territory,RUS060,RUS,Alternative English translation of Primorskiy Kray used in some English-language academic and geopolitical sources.,pretraining,medium,False
primorsky krai,Primorsky Krai,RUS060,RUS,"Standard English romanization of Primorskiy Kray, the common English spelling used in geopolitical and academic sources.",pretraining,high,False
pskov oblast,Pskov Oblast,RUS061,RUS,English-language sources routinely drop the adjectival '-skaya' suffix and use 'Pskov Oblast' as the standard English form.,pretraining,high,False
rostov oblast,Rostov Oblast,RUS062,RUS,English sources standardly use 'Rostov Oblast' rather than the Russian adjectival form 'Rostovskaya Oblast'.,pretraining,high,False
ryazan oblast,Ryazan Oblast,RUS063,RUS,The standard English exonym drops the adjectival suffix to give 'Ryazan Oblast'.,pretraining,high,False
sakha republic,Sakha Republic,RUS064,RUS,The region is widely known in English as the 'Sakha Republic'; 'Rep.' in the canonical form is an abbreviation expansion.,pretraining,high,False
yakutia,Yakutia,RUS064,RUS,Yakutia is the traditional and very widely used English exonym for the Sakha Republic.,pretraining,high,False
samara oblast,Samara Oblast,RUS066,RUS,English sources use 'Samara Oblast' rather than the Russian adjectival form 'Samarskaya Oblast'.,pretraining,high,False
saint petersburg,Saint Petersburg,RUS067,RUS,"The standard English name for the city is 'Saint Petersburg', distinct from the WB romanization 'Sankt-peterburg'.",pretraining,high,False
st. petersburg,St. Petersburg,RUS067,RUS,Very common abbreviated English spelling of Saint Petersburg used in English-language media and publications.,pretraining,high,False
saratov oblast,Saratov Oblast,RUS068,RUS,"English sources standardly use 'Saratov Oblast', dropping the adjectival suffix from the WB canonical name.",pretraining,high,False
north ossetia,North Ossetia,RUS069,RUS,"The standard English name for this republic is 'North Ossetia' or 'North Ossetia-Alania', translating the Russian 'Severnaya Osetiya'.",pretraining,high,False
north ossetia-alania,North Ossetia-Alania,RUS069,RUS,"The full official English name of the republic, widely used in English sources alongside the shorter 'North Ossetia'.",pretraining,high,False
smolensk oblast,Smolensk Oblast,RUS070,RUS,"English sources use 'Smolensk Oblast', dropping the Russian adjectival suffix '-skaya'.",pretraining,high,False
stavropol krai,Stavropol Krai,RUS071,RUS,Standard English transliteration uses 'Stavropol Krai' (or 'Kray'); 'Krai' is the more common English spelling than the WB's 'Kray'.,pretraining,high,False
stavropol kray,Stavropol Kray,RUS071,RUS,Alternative English romanization of the Stavropol administrative region using 'Kray' spelling without the adjectival prefix.,pretraining,high,False
